SPRITE,ACTION,DIR,FRAME,OFFSET_X,OFFSET_Y,WIDTH,HEIGHT,FILENAME,BITMAPPTR
CHDRAGON,A1,N ,6 ,-3,-59,34,100,GC-A5-6 ,249976
CHDRAGON,A1,NE,1 ,-26,-49,97,99,GC-A4-1 ,217064
CHDRAGON,A1,NE,2 ,-19,-45,84,94,GC-A4-2 ,220556
CHDRAGON,A1,NE,3 ,-14,-42,69,91,GC-A4-3 ,223949
CHDRAGON,A1,NE,4 ,-5,-41,61,91,GC-A4-4 ,227008
CHDRAGON,A1,NE,5 ,-19,-42,89,139,GC-A4-5 ,230137
CHDRAGON,A1,NE,6 ,-3,-47,91,92,GC-A4-6 ,233504
CHDRAGON,A1,E ,1 ,-47,-25,143,75,GC-A3-1 ,190369
CHDRAGON,A1,E ,2 ,-39,-29,119,78,GC-A3-2 ,195355
CHDRAGON,A1,E ,3 ,-23,-30,84,75,GC-A3-3 ,199633
CHDRAGON,A1,E ,4 ,-20,-30,89,79,GC-A3-4 ,203571
CHDRAGON,A1,E ,5 ,-33,-19,123,94,GC-A3-5 ,207748
CHDRAGON,A1,E ,6 ,-8,-33,132,74,GC-A3-6 ,211914
CHDRAGON,A1,SE,1 ,-31,-41,110,89,GC-A2-1 ,167783
CHDRAGON,A1,SE,2 ,-23,-26,92,76,GC-A2-2 ,171887
CHDRAGON,A1,SE,3 ,-14,-32,70,82,GC-A2-3 ,175564
CHDRAGON,A1,SE,4 ,-10,-29,68,80,GC-A2-4 ,178958
CHDRAGON,A1,SE,5 ,-17,-5,94,68,GC-A2-5 ,182345
CHDRAGON,A1,SE,6 ,-6,-27,108,95,GC-A2-6 ,185813
CHDRAGON,A1,S ,1 ,-8,-42,45,98,GC-A1-1 ,155704
CHDRAGON,A1,S ,2 ,-6,-29,41,82,GC-A1-2 ,157981
CHDRAGON,A1,S ,3 ,-3,-29,35,82,GC-A1-3 ,159904
CHDRAGON,A1,S ,4 ,-2,-24,33,84,GC-A1-4 ,161759
CHDRAGON,A1,S ,5 ,-1,-2,34,70,GC-A1-5 ,163620
CHDRAGON,A1,S ,6 ,-2,-25,35,115,GC-A1-6 ,165153
CHDRAGON,A1,SW,1 ,-46,-41,110,89,GC-A2-1 ,167783
CHDRAGON,A1,SW,2 ,-36,-26,92,76,GC-A2-2 ,171887
CHDRAGON,A1,SW,3 ,-23,-32,70,82,GC-A2-3 ,175564
CHDRAGON,A1,SW,4 ,-25,-29,68,80,GC-A2-4 ,178958
CHDRAGON,A1,SW,5 ,-44,-5,94,68,GC-A2-5 ,182345
CHDRAGON,A1,SW,6 ,-69,-27,108,95,GC-A2-6 ,185813
CHDRAGON,A1,W ,1 ,-63,-25,143,75,GC-A3-1 ,190369
CHDRAGON,A1,W ,2 ,-47,-29,119,78,GC-A3-2 ,195355
CHDRAGON,A1,W ,3 ,-28,-30,84,75,GC-A3-3 ,199633
CHDRAGON,A1,W ,4 ,-36,-30,89,79,GC-A3-4 ,203571
CHDRAGON,A1,W ,5 ,-57,-19,123,94,GC-A3-5 ,207748
CHDRAGON,A1,W ,6 ,-91,-33,132,74,GC-A3-6 ,211914
CHDRAGON,A1,NW,1 ,-38,-49,97,99,GC-A4-1 ,217064
CHDRAGON,A1,NW,2 ,-32,-45,84,94,GC-A4-2 ,220556
CHDRAGON,A1,NW,3 ,-22,-42,69,91,GC-A4-3 ,223949
CHDRAGON,A1,NW,4 ,-23,-41,61,91,GC-A4-4 ,227008
CHDRAGON,A1,NW,5 ,-37,-42,89,139,GC-A4-5 ,230137
CHDRAGON,A1,NW,6 ,-55,-47,91,92,GC-A4-6 ,233504
CHDRAGON,A2,N ,1 ,-3,-59,34,100,GC-A5-6 ,249976
CHDRAGON,A2,N ,2 ,-3,-59,34,100,GC-A5-6 ,249976
CHDRAGON,A2,N ,3 ,-3,-59,34,100,GC-A5-6 ,249976
CHDRAGON,A2,NE,1 ,-3,-47,91,92,GC-A4-6 ,233504
CHDRAGON,A2,NE,2 ,-3,-47,91,92,GC-A4-6 ,233504
CHDRAGON,A2,NE,3 ,-3,-47,91,92,GC-A4-6 ,233504
CHDRAGON,A2,E ,1 ,-8,-33,132,74,GC-A3-6 ,211914
CHDRAGON,A2,E ,2 ,-8,-33,132,74,GC-A3-6 ,211914
CHDRAGON,A2,E ,3 ,-8,-33,132,74,GC-A3-6 ,211914
CHDRAGON,A2,SE,1 ,-6,-27,108,95,GC-A2-6 ,185813
CHDRAGON,A2,SE,2 ,-6,-27,108,95,GC-A2-6 ,185813
CHDRAGON,A2,SE,3 ,-6,-27,108,95,GC-A2-6 ,185813
CHDRAGON,A2,S ,1 ,-2,-25,35,115,GC-A1-6 ,165153
CHDRAGON,A2,S ,2 ,-2,-25,35,115,GC-A1-6 ,165153
CHDRAGON,A2,S ,3 ,-2,-25,35,115,GC-A1-6 ,165153
CHDRAGON,A2,SW,1 ,-69,-27,108,95,GC-A2-6 ,185813
CHDRAGON,A2,SW,2 ,-69,-27,108,95,GC-A2-6 ,185813
CHDRAGON,A2,SW,3 ,-69,-27,108,95,GC-A2-6 ,185813
CHDRAGON,A2,W ,1 ,-91,-33,132,74,GC-A3-6 ,211914
CHDRAGON,A2,W ,2 ,-91,-33,132,74,GC-A3-6 ,211914
CHDRAGON,A2,W ,3 ,-91,-33,132,74,GC-A3-6 ,211914
CHDRAGON,A2,NW,1 ,-55,-47,91,92,GC-A4-6 ,233504
CHDRAGON,A2,NW,2 ,-55,-47,91,92,GC-A4-6 ,233504
CHDRAGON,A2,NW,3 ,-55,-47,91,92,GC-A4-6 ,233504
CHDRAGON,A3,N ,1 ,-3,-59,34,100,GC-A5-6 ,249976
CHDRAGON,A3,N ,2 ,-3,-59,34,100,GC-A5-6 ,249976
CHDRAGON,A3,N ,3 ,-3,-59,34,100,GC-A5-6 ,249976
CHDRAGON,A3,NE,1 ,-3,-47,91,92,GC-A4-6 ,233504
CHDRAGON,A3,NE,2 ,-3,-47,91,92,GC-A4-6 ,233504
CHDRAGON,A3,NE,3 ,-3,-47,91,92,GC-A4-6 ,233504
CHDRAGON,A3,E ,1 ,-8,-33,132,74,GC-A3-6 ,211914
CHDRAGON,A3,E ,2 ,-8,-33,132,74,GC-A3-6 ,211914
CHDRAGON,A3,E ,3 ,-8,-33,132,74,GC-A3-6 ,211914
CHDRAGON,A3,SE,1 ,-6,-27,108,95,GC-A2-6 ,185813
CHDRAGON,A3,SE,2 ,-6,-27,108,95,GC-A2-6 ,185813
CHDRAGON,A3,SE,3 ,-6,-27,108,95,GC-A2-6 ,185813
CHDRAGON,A3,S ,1 ,-2,-25,35,115,GC-A1-6 ,165153
CHDRAGON,A3,S ,2 ,-2,-25,35,115,GC-A1-6 ,165153
CHDRAGON,A3,S ,3 ,-2,-25,35,115,GC-A1-6 ,165153
CHDRAGON,A3,SW,1 ,-69,-27,108,95,GC-A2-6 ,185813
CHDRAGON,A3,SW,2 ,-69,-27,108,95,GC-A2-6 ,185813
CHDRAGON,A3,SW,3 ,-69,-27,108,95,GC-A2-6 ,185813
CHDRAGON,A3,W ,1 ,-91,-33,132,74,GC-A3-6 ,211914
CHDRAGON,A3,W ,2 ,-91,-33,132,74,GC-A3-6 ,211914
CHDRAGON,A3,W ,3 ,-91,-33,132,74,GC-A3-6 ,211914
CHDRAGON,A3,NW,1 ,-55,-47,91,92,GC-A4-6 ,233504
CHDRAGON,A3,NW,2 ,-55,-47,91,92,GC-A4-6 ,233504
CHDRAGON,A3,NW,3 ,-55,-47,91,92,GC-A4-6 ,233504
CHDRAGON,D ,  ,1 ,-33,-35,99,79,GC-D-1  ,265340
CHDRAGON,D ,  ,2 ,-33,-35,99,79,GC-D-1  ,265340
CHDRAGON,D ,  ,3 ,-41,-35,90,114,GC-D-2  ,262883
CHDRAGON,D ,  ,4 ,-41,-35,90,114,GC-D-2  ,262883
CHDRAGON,D ,  ,5 ,-38,-35,69,109,GC-D-3  ,260459
CHDRAGON,D ,  ,6 ,-38,-35,69,109,GC-D-3  ,260459
CHDRAGON,D ,  ,7 ,-29,-22,57,92,GC-D-4  ,258104
CHDRAGON,D ,  ,8 ,-29,-22,57,92,GC-D-4  ,258104
CHDRAGON,D ,  ,9 ,-24,-19,48,90,GC-D-5  ,255760
CHDRAGON,D ,  ,10,-24,-19,48,90,GC-D-5  ,255760
CHDRAGON,D ,  ,11,-21,-15,42,81,GC-D-6  ,253787
CHDRAGON,D ,  ,12,-21,-15,42,81,GC-D-6  ,253787
CHDRAGON,D ,  ,13,-19,-1,44,97,GC-D-7  ,252499
CHDRAGON,D ,  ,14,-19,-1,44,97,GC-D-7  ,252499
CHDRAGON,D ,  ,15,-6,13,24,27,GC-D-8  ,252070
CHDRAGON,D ,  ,16,-6,13,24,27,GC-D-8  ,252070
GC_ARROW,M ,N ,1 ,5,-94,23,33,GCAM5-1 ,4478
GC_ARROW,M ,N ,2 ,4,-94,21,32,GCAM5-2 ,4976
GC_ARROW,M ,N ,3 ,4,-94,22,32,GCAM5-3 ,10915
GC_ARROW,M ,N ,4 ,4,-94,22,32,GCAM5-4 ,11412
GC_ARROW,M ,N ,5 ,4,-94,23,32,GCAM5-5 ,11932
GC_ARROW,M ,NE,1 ,89,-66,29,28,GCAM4-1 ,3478
GC_ARROW,M ,NE,2 ,88,-68,30,27,GCAM4-2 ,3974
GC_ARROW,M ,NE,3 ,89,-66,28,24,GCAM4-3 ,9422
GC_ARROW,M ,NE,4 ,87,-68,31,28,GCAM4-4 ,9907
GC_ARROW,M ,NE,5 ,88,-67,29,27,GCAM4-5 ,10427
GC_ARROW,M ,E ,1 ,123,7,33,23,GCAM3-1 ,2035
GC_ARROW,M ,E ,2 ,124,6,32,21,GCAM3-2 ,2510
GC_ARROW,M ,E ,3 ,124,6,32,21,GCAM3-3 ,8011
GC_ARROW,M ,E ,4 ,124,7,32,21,GCAM3-4 ,8473
GC_ARROW,M ,E ,5 ,124,7,32,22,GCAM3-5 ,8958
GC_ARROW,M ,SE,1 ,95,58,29,30,GCAM2-1 ,999
GC_ARROW,M ,SE,2 ,98,58,28,29,GCAM2-2 ,1522
GC_ARROW,M ,SE,3 ,99,57,25,30,GCAM2-3 ,6492
GC_ARROW,M ,SE,4 ,97,57,28,30,GCAM2-4 ,6996
GC_ARROW,M ,SE,5 ,98,58,26,29,GCAM2-5 ,7525
GC_ARROW,M ,S ,1 ,7,86,23,33,GCAM1-1 ,0
GC_ARROW,M ,S ,2 ,10,87,21,32,GCAM1-2 ,498
GC_ARROW,M ,S ,3 ,9,87,22,32,GCAM1-3 ,2981
GC_ARROW,M ,S ,4 ,9,87,22,32,GCAM1-4 ,5477
GC_ARROW,M ,S ,5 ,8,87,23,32,GCAM1-5 ,5997
GC_ARROW,M ,SW,1 ,-91,58,29,30,GCAM2-1 ,999
GC_ARROW,M ,SW,2 ,-93,58,28,29,GCAM2-2 ,1522
GC_ARROW,M ,SW,3 ,-91,57,25,30,GCAM2-3 ,6492
GC_ARROW,M ,SW,4 ,-92,57,28,30,GCAM2-4 ,6996
GC_ARROW,M ,SW,5 ,-91,58,26,29,GCAM2-5 ,7525
GC_ARROW,M ,W ,1 ,-123,7,33,23,GCAM3-1 ,2035
GC_ARROW,M ,W ,2 ,-123,6,32,21,GCAM3-2 ,2510
GC_ARROW,M ,W ,3 ,-123,6,32,21,GCAM3-3 ,8011
GC_ARROW,M ,W ,4 ,-123,7,32,21,GCAM3-4 ,8473
GC_ARROW,M ,W ,5 ,-123,7,32,22,GCAM3-5 ,8958
GC_ARROW,M ,NW,1 ,-85,-66,29,28,GCAM4-1 ,3478
GC_ARROW,M ,NW,2 ,-85,-68,30,27,GCAM4-2 ,3974
GC_ARROW,M ,NW,3 ,-84,-66,28,24,GCAM4-3 ,9422
GC_ARROW,M ,NW,4 ,-85,-68,31,28,GCAM4-4 ,9907
GC_ARROW,M ,NW,5 ,-84,-67,29,27,GCAM4-5 ,10427
PEHEALER,M ,N ,1 ,-30,-23,94,71,GP-M5-1 ,140427
PEHEALER,M ,N ,2 ,-22,-23,75,72,GP-M5-2 ,144535
PEHEALER,M ,N ,3 ,-29,-25,82,86,GP-M5-3 ,148711
PEHEALER,M ,N ,4 ,-34,-27,95,82,GP-M5-4 ,153137
PEHEALER,M ,N ,5 ,-21,-28,81,86,GP-M5-5 ,158252
PEHEALER,M ,N ,6 ,-23,-27,75,73,GP-M5-6 ,162560
PEHEALER,M ,N ,7 ,-28,-26,80,76,GP-M5-7 ,166785
PEHEALER,M ,N ,8 ,-42,-25,112,75,GP-M5-8 ,170794
PEHEALER,M ,NE,1 ,-54,-22,110,82,GP-M4-1 ,104806
PEHEALER,M ,NE,2 ,-53,-30,108,92,GP-M4-2 ,109274
PEHEALER,M ,NE,3 ,-51,-31,104,111,GP-M4-3 ,114074
PEHEALER,M ,NE,4 ,-34,-33,86,86,GP-M4-4 ,119058
PEHEALER,M ,NE,5 ,-40,-34,92,84,GP-M4-5 ,123775
PEHEALER,M ,NE,6 ,-37,-34,89,98,GP-M4-6 ,127967
PEHEALER,M ,NE,7 ,-12,-31,65,101,GP-M4-7 ,132273
PEHEALER,M ,NE,8 ,-37,-27,91,102,GP-M4-8 ,136166
PEHEALER,M ,E ,1 ,-39,-34,76,88,GP-M3-1 ,72813
PEHEALER,M ,E ,2 ,-47,-39,83,91,GP-M3-2 ,77151
PEHEALER,M ,E ,3 ,-47,-43,82,92,GP-M3-3 ,81922
PEHEALER,M ,E ,4 ,-30,-46,64,96,GP-M3-4 ,86341
PEHEALER,M ,E ,5 ,-36,-45,84,92,GP-M3-5 ,89865
PEHEALER,M ,E ,6 ,-21,-45,65,94,GP-M3-6 ,93851
PEHEALER,M ,E ,7 ,-29,-41,64,93,GP-M3-7 ,97887
PEHEALER,M ,E ,8 ,-23,-43,59,98,GP-M3-8 ,101384
PEHEALER,M ,SE,1 ,-52,-51,106,105,GP-M2-1 ,37210
PEHEALER,M ,SE,2 ,-48,-46,100,96,GP-M2-2 ,41726
PEHEALER,M ,SE,3 ,-46,-49,97,98,GP-M2-3 ,46317
PEHEALER,M ,SE,4 ,-32,-46,81,93,GP-M2-4 ,50627
PEHEALER,M ,SE,5 ,-22,-45,77,92,GP-M2-5 ,55029
PEHEALER,M ,SE,6 ,-29,-47,83,94,GP-M2-6 ,59255
PEHEALER,M ,SE,7 ,-35,-44,87,92,GP-M2-7 ,63786
PEHEALER,M ,SE,8 ,-37,-46,90,96,GP-M2-8 ,68246
PEHEALER,M ,S ,1 ,-28,-43,86,89,GP-M1-1 ,0
PEHEALER,M ,S ,2 ,-21,-48,75,92,GP-M1-2 ,4762
PEHEALER,M ,S ,3 ,-31,-43,83,86,GP-M1-3 ,9319
PEHEALER,M ,S ,4 ,-18,-35,76,79,GP-M1-4 ,13670
PEHEALER,M ,S ,5 ,-25,-34,77,76,GP-M1-5 ,18049
PEHEALER,M ,S ,6 ,-25,-34,77,76,GP-M1-6 ,22653
PEHEALER,M ,S ,7 ,-30,-36,87,79,GP-M1-7 ,27257
PEHEALER,M ,S ,8 ,-36,-39,107,83,GP-M1-8 ,32126
PEHEALER,M ,SW,1 ,-21,-51,106,105,GP-M2-1 ,37210
PEHEALER,M ,SW,2 ,-19,-46,100,96,GP-M2-2 ,41726
PEHEALER,M ,SW,3 ,-18,-49,97,98,GP-M2-3 ,46317
PEHEALER,M ,SW,4 ,-16,-46,81,93,GP-M2-4 ,50627
PEHEALER,M ,SW,5 ,-22,-45,77,92,GP-M2-5 ,55029
PEHEALER,M ,SW,6 ,-21,-47,83,94,GP-M2-6 ,59255
PEHEALER,M ,SW,7 ,-19,-44,87,92,GP-M2-7 ,63786
PEHEALER,M ,SW,8 ,-20,-46,90,96,GP-M2-8 ,68246
PEHEALER,M ,W ,1 ,-4,-34,76,88,GP-M3-1 ,72813
PEHEALER,M ,W ,2 ,-3,-39,83,91,GP-M3-2 ,77151
PEHEALER,M ,W ,3 ,-2,-43,82,92,GP-M3-3 ,81922
PEHEALER,M ,W ,4 ,-1,-46,64,96,GP-M3-4 ,86341
PEHEALER,M ,W ,5 ,-15,-45,84,92,GP-M3-5 ,89865
PEHEALER,M ,W ,6 ,-11,-45,65,94,GP-M3-6 ,93851
PEHEALER,M ,W ,7 ,-2,-41,64,93,GP-M3-7 ,97887
PEHEALER,M ,W ,8 ,-3,-43,59,98,GP-M3-8 ,101384
PEHEALER,M ,NW,1 ,-23,-22,110,82,GP-M4-1 ,104806
PEHEALER,M ,NW,2 ,-22,-30,108,92,GP-M4-2 ,109274
PEHEALER,M ,NW,3 ,-20,-31,104,111,GP-M4-3 ,114074
PEHEALER,M ,NW,4 ,-19,-33,86,86,GP-M4-4 ,119058
PEHEALER,M ,NW,5 ,-19,-34,92,84,GP-M4-5 ,123775
PEHEALER,M ,NW,6 ,-19,-34,89,98,GP-M4-6 ,127967
PEHEALER,M ,NW,7 ,-20,-31,65,101,GP-M4-7 ,132273
PEHEALER,M ,NW,8 ,-21,-27,91,102,GP-M4-8 ,136166
PEHEALER,S ,N ,1 ,-30,-23,94,71,GP-M5-1 ,140427
PEHEALER,S ,N ,2 ,-22,-23,75,72,GP-M5-2 ,144535
PEHEALER,S ,N ,3 ,-29,-25,82,86,GP-M5-3 ,148711
PEHEALER,S ,N ,4 ,-34,-27,95,82,GP-M5-4 ,153137
PEHEALER,S ,N ,5 ,-21,-28,81,86,GP-M5-5 ,158252
PEHEALER,S ,N ,6 ,-23,-27,75,73,GP-M5-6 ,162560
PEHEALER,S ,N ,7 ,-28,-26,80,76,GP-M5-7 ,166785
PEHEALER,S ,N ,8 ,-42,-25,112,75,GP-M5-8 ,170794
PEHEALER,S ,NE,1 ,-54,-22,110,82,GP-M4-1 ,104806
PEHEALER,S ,NE,2 ,-53,-30,108,92,GP-M4-2 ,109274
PEHEALER,S ,NE,3 ,-51,-31,104,111,GP-M4-3 ,114074
PEHEALER,S ,NE,4 ,-34,-33,86,86,GP-M4-4 ,119058
PEHEALER,S ,NE,5 ,-40,-34,92,84,GP-M4-5 ,123775
PEHEALER,S ,NE,6 ,-37,-34,89,98,GP-M4-6 ,127967
PEHEALER,S ,NE,7 ,-12,-31,65,101,GP-M4-7 ,132273
PEHEALER,S ,NE,8 ,-37,-27,91,102,GP-M4-8 ,136166
PEHEALER,S ,E ,1 ,-39,-34,76,88,GP-M3-1 ,72813
PEHEALER,S ,E ,2 ,-47,-39,83,91,GP-M3-2 ,77151
PEHEALER,S ,E ,3 ,-47,-43,82,92,GP-M3-3 ,81922
PEHEALER,S ,E ,4 ,-30,-46,64,96,GP-M3-4 ,86341
PEHEALER,S ,E ,5 ,-36,-45,84,92,GP-M3-5 ,89865
PEHEALER,S ,E ,6 ,-21,-45,65,94,GP-M3-6 ,93851
PEHEALER,S ,E ,7 ,-29,-41,64,93,GP-M3-7 ,97887
PEHEALER,S ,E ,8 ,-23,-43,59,98,GP-M3-8 ,101384
PEHEALER,S ,SE,1 ,-52,-51,106,105,GP-M2-1 ,37210
PEHEALER,S ,SE,2 ,-48,-46,100,96,GP-M2-2 ,41726
PEHEALER,S ,SE,3 ,-46,-49,97,98,GP-M2-3 ,46317
PEHEALER,S ,SE,4 ,-32,-46,81,93,GP-M2-4 ,50627
PEHEALER,S ,SE,5 ,-22,-45,77,92,GP-M2-5 ,55029
PEHEALER,S ,SE,6 ,-29,-47,83,94,GP-M2-6 ,59255
PEHEALER,S ,SE,7 ,-35,-44,87,92,GP-M2-7 ,63786
PEHEALER,S ,SE,8 ,-37,-46,90,96,GP-M2-8 ,68246
PEHEALER,S ,S ,1 ,-28,-43,86,89,GP-M1-1 ,0
PEHEALER,S ,S ,2 ,-21,-48,75,92,GP-M1-2 ,4762
PEHEALER,S ,S ,3 ,-31,-43,83,86,GP-M1-3 ,9319
PEHEALER,S ,S ,4 ,-18,-35,76,79,GP-M1-4 ,13670
PEHEALER,S ,S ,5 ,-25,-34,77,76,GP-M1-5 ,18049
PEHEALER,S ,S ,6 ,-25,-34,77,76,GP-M1-6 ,22653
PEHEALER,S ,S ,7 ,-30,-36,87,79,GP-M1-7 ,27257
PEHEALER,S ,S ,8 ,-36,-39,107,83,GP-M1-8 ,32126
PEHEALER,S ,SW,1 ,-21,-51,106,105,GP-M2-1 ,37210
PEHEALER,S ,SW,2 ,-19,-46,100,96,GP-M2-2 ,41726
PEHEALER,S ,SW,3 ,-18,-49,97,98,GP-M2-3 ,46317
PEHEALER,S ,SW,4 ,-16,-46,81,93,GP-M2-4 ,50627
PEHEALER,S ,SW,5 ,-22,-45,77,92,GP-M2-5 ,55029
PEHEALER,S ,SW,6 ,-21,-47,83,94,GP-M2-6 ,59255
PEHEALER,S ,SW,7 ,-19,-44,87,92,GP-M2-7 ,63786
PEHEALER,S ,SW,8 ,-20,-46,90,96,GP-M2-8 ,68246
PEHEALER,S ,W ,1 ,-4,-34,76,88,GP-M3-1 ,72813
PEHEALER,S ,W ,2 ,-3,-39,83,91,GP-M3-2 ,77151
PEHEALER,S ,W ,3 ,-2,-43,82,92,GP-M3-3 ,81922
PEHEALER,S ,W ,4 ,-1,-46,64,96,GP-M3-4 ,86341
PEHEALER,S ,W ,5 ,-15,-45,84,92,GP-M3-5 ,89865
PEHEALER,S ,W ,6 ,-11,-45,65,94,GP-M3-6 ,93851
PEHEALER,S ,W ,7 ,-2,-41,64,93,GP-M3-7 ,97887
PEHEALER,S ,W ,8 ,-3,-43,59,98,GP-M3-8 ,101384
PEHEALER,S ,NW,1 ,-23,-22,110,82,GP-M4-1 ,104806
PEHEALER,S ,NW,2 ,-22,-30,108,92,GP-M4-2 ,109274
PEHEALER,S ,NW,3 ,-20,-31,104,111,GP-M4-3 ,114074
PEHEALER,S ,NW,4 ,-19,-33,86,86,GP-M4-4 ,119058
PEHEALER,S ,NW,5 ,-19,-34,92,84,GP-M4-5 ,123775
PEHEALER,S ,NW,6 ,-19,-34,89,98,GP-M4-6 ,127967
PEHEALER,S ,NW,7 ,-20,-31,65,101,GP-M4-7 ,132273
PEHEALER,S ,NW,8 ,-21,-27,91,102,GP-M4-8 ,136166
PEHEALER,A1,N ,1 ,-49,-49,123,101,GP-A5-1 ,272139
PEHEALER,A1,N ,2 ,-52,-55,133,104,GP-A5-2 ,277347
PEHEALER,A1,N ,3 ,-48,-48,129,96,GP-A5-3 ,282881
PEHEALER,A1,N ,4 ,-40,-45,115,93,GP-A5-4 ,288318
PEHEALER,A1,N ,5 ,-24,-39,82,87,GP-A5-5 ,293444
PEHEALER,A1,N ,6 ,-49,-49,123,101,GP-A5-1 ,272139
PEHEALER,A1,N ,7 ,-52,-55,133,104,GP-A5-2 ,277347
PEHEALER,A1,N ,8 ,-48,-48,129,96,GP-A5-3 ,282881
PEHEALER,A1,N ,9 ,-40,-45,115,93,GP-A5-4 ,288318
PEHEALER,A1,N ,10,-24,-39,82,87,GP-A5-5 ,293444
PEHEALER,A1,N ,11,-49,-49,123,101,GP-A5-1 ,272139
PEHEALER,A1,NE,1 ,-52,-43,113,110,GP-A4-1 ,248714
PEHEALER,A1,NE,2 ,-40,-54,110,114,GP-A4-2 ,253721
PEHEALER,A1,NE,3 ,-29,-52,104,104,GP-A4-3 ,258710
PEHEALER,A1,NE,4 ,-19,-44,90,92,GP-A4-4 ,263366
PEHEALER,A1,NE,5 ,-12,-35,79,83,GP-A4-5 ,267998
PEHEALER,A1,NE,6 ,-52,-43,113,110,GP-A4-1 ,248714
PEHEALER,A1,NE,7 ,-40,-54,110,114,GP-A4-2 ,253721
PEHEALER,A1,NE,8 ,-29,-52,104,104,GP-A4-3 ,258710
PEHEALER,A1,NE,9 ,-19,-44,90,92,GP-A4-4 ,263366
PEHEALER,A1,NE,10,-12,-35,79,83,GP-A4-5 ,267998
PEHEALER,A1,NE,11,-52,-43,113,110,GP-A4-1 ,248714
PEHEALER,A1,E ,1 ,-29,-41,102,99,GP-A3-1 ,227512
PEHEALER,A1,E ,2 ,-14,-44,88,109,GP-A3-2 ,232560
PEHEALER,A1,E ,3 ,-6,-45,78,111,GP-A3-3 ,237109
PEHEALER,A1,E ,4 ,-7,-45,73,104,GP-A3-4 ,241010
PEHEALER,A1,E ,5 ,-7,-44,66,94,GP-A3-5 ,244876
PEHEALER,A1,E ,6 ,-29,-41,102,99,GP-A3-1 ,227512
PEHEALER,A1,E ,7 ,-14,-44,88,109,GP-A3-2 ,232560
PEHEALER,A1,E ,8 ,-6,-45,78,111,GP-A3-3 ,237109
PEHEALER,A1,E ,9 ,-7,-45,73,104,GP-A3-4 ,241010
PEHEALER,A1,E ,10,-7,-44,66,94,GP-A3-5 ,244876
PEHEALER,A1,E ,11,-29,-41,102,99,GP-A3-1 ,227512
PEHEALER,A1,SE,1 ,-55,-49,118,101,GP-A2-1 ,202212
PEHEALER,A1,SE,2 ,-47,-46,122,96,GP-A2-2 ,207405
PEHEALER,A1,SE,3 ,-33,-43,112,99,GP-A2-3 ,212866
PEHEALER,A1,SE,4 ,-21,-40,88,98,GP-A2-4 ,218178
PEHEALER,A1,SE,5 ,-16,-40,84,95,GP-A2-5 ,223106
PEHEALER,A1,SE,6 ,-55,-49,118,101,GP-A2-1 ,202212
PEHEALER,A1,SE,7 ,-47,-46,122,96,GP-A2-2 ,207405
PEHEALER,A1,SE,8 ,-33,-43,112,99,GP-A2-3 ,212866
PEHEALER,A1,SE,9 ,-21,-40,88,98,GP-A2-4 ,218178
PEHEALER,A1,SE,10,-16,-40,84,95,GP-A2-5 ,223106
PEHEALER,A1,SE,11,-55,-49,118,101,GP-A2-1 ,202212
PEHEALER,A1,S ,1 ,-40,-40,118,91,GP-A1-1 ,175020
PEHEALER,A1,S ,2 ,-49,-35,132,86,GP-A1-2 ,179940
PEHEALER,A1,S ,3 ,-50,-30,130,82,GP-A1-3 ,185320
PEHEALER,A1,S ,4 ,-45,-27,120,78,GP-A1-4 ,191262
PEHEALER,A1,S ,5 ,-28,-29,85,80,GP-A1-5 ,197063
PEHEALER,A1,S ,6 ,-40,-40,118,91,GP-A1-1 ,175020
PEHEALER,A1,S ,7 ,-49,-35,132,86,GP-A1-2 ,179940
PEHEALER,A1,S ,8 ,-50,-30,130,82,GP-A1-3 ,185320
PEHEALER,A1,S ,9 ,-45,-27,120,78,GP-A1-4 ,191262
PEHEALER,A1,S ,10,-28,-29,85,80,GP-A1-5 ,197063
PEHEALER,A1,S ,11,-40,-40,118,91,GP-A1-1 ,175020
PEHEALER,A1,SW,1 ,-30,-49,118,101,GP-A2-1 ,202212
PEHEALER,A1,SW,2 ,-42,-46,122,96,GP-A2-2 ,207405
PEHEALER,A1,SW,3 ,-46,-43,112,99,GP-A2-3 ,212866
PEHEALER,A1,SW,4 ,-34,-40,88,98,GP-A2-4 ,218178
PEHEALER,A1,SW,5 ,-35,-40,84,95,GP-A2-5 ,223106
PEHEALER,A1,SW,6 ,-30,-49,118,101,GP-A2-1 ,202212
PEHEALER,A1,SW,7 ,-42,-46,122,96,GP-A2-2 ,207405
PEHEALER,A1,SW,8 ,-46,-43,112,99,GP-A2-3 ,212866
PEHEALER,A1,SW,9 ,-34,-40,88,98,GP-A2-4 ,218178
PEHEALER,A1,SW,10,-35,-40,84,95,GP-A2-5 ,223106
PEHEALER,A1,SW,11,-30,-49,118,101,GP-A2-1 ,202212
PEHEALER,A1,W ,1 ,-40,-41,102,99,GP-A3-1 ,227512
PEHEALER,A1,W ,2 ,-41,-44,88,109,GP-A3-2 ,232560
PEHEALER,A1,W ,3 ,-39,-45,78,111,GP-A3-3 ,237109
PEHEALER,A1,W ,4 ,-33,-45,73,104,GP-A3-4 ,241010
PEHEALER,A1,W ,5 ,-26,-44,66,94,GP-A3-5 ,244876
PEHEALER,A1,W ,6 ,-40,-41,102,99,GP-A3-1 ,227512
